Source,Target,Weight,July19Topic,PostDate
User7384,Post385,1,12,Aug-17
User7383,Post494,1,1,May-17
User7372,Post129,1,11,Jul-17
User7367,Post345,1,5,Jul-17
User7364,Post400,1,1,May-17
User7363,Post560,1,10,Aug-17
User7362,Post564,1,NA,Aug-17
User7359,Post279,1,14,Jun-17
User7358,Post441,1,14,Jun-17
User7358,Post349,1,NA,May-17
User7354,Post385,1,12,Aug-17
User7351,Post279,1,14,Jun-17
User7346,Post568,1,1,Jun-17
User7339,Post279,1,14,Jun-17
User7336,Post039,1,1,May-17
User7328,Post426,1,15,Jun-17
User7325,Post494,1,1,May-17
User7324,Post196,1,15,Aug-17
User7320,Post017,1,1,Jul-17
User7319,Post068,1,16,Jul-17
User7309,Post345,1,5,Jul-17
User7307,Post279,1,14,Jun-17
User7306,Post349,1,NA,May-17
User7305,Post279,1,14,Jun-17
User7302,Post349,1,NA,May-17
User7302,Post116,1,1,May-17
User7302,Post494,1,1,May-17
User7300,Post129,1,11,Jul-17
User7299,Post039,1,1,May-17
User7297,Post455,1,1,May-17
User7292,Post426,1,15,Jun-17
User7285,Post349,1,NA,May-17
User7282,Post302,1,NA,Jun-17
User7280,Post275,1,17,Jul-17
User7280,Post345,1,5,Jul-17
User7279,Post196,1,15,Aug-17
User7279,Post435,1,17,Jul-17
User7278,Post437,1,1,Jun-17
User7276,Post560,1,10,Aug-17
User7275,Post279,1,14,Jun-17
User7272,Post302,1,NA,Jun-17
User7272,Post426,1,15,Jun-17
User7272,Post279,1,14,Jun-17
User7271,Post385,1,12,Aug-17
User7266,Post279,1,14,Jun-17
User7266,Post039,1,1,May-17
User7259,Post279,1,14,Jun-17
User7256,Post488,1,15,Jun-17
User7255,Post430,1,2,Jul-17
User7255,Post127,1,NA,Jul-17
User7246,Post441,1,14,Jun-17
User7246,Post279,1,14,Jun-17
User7241,Post279,1,14,Jun-17
User7240,Post017,1,1,Jul-17
User7238,Post441,1,14,Jun-17
User7234,Post279,1,14,Jun-17
User7229,Post279,1,14,Jun-17
User7227,Post554,1,14,Aug-17
User7225,Post302,1,NA,Jun-17
User7218,Post074,1,1,Jul-17
User7215,Post385,1,12,Aug-17
User7214,Post426,1,15,Jun-17
User7211,Post426,1,15,Jun-17
User7210,Post441,1,14,Jun-17
User7209,Post383,1,3,May-17
User7207,Post279,1,14,Jun-17
User7203,Post302,1,NA,Jun-17
User7198,Post129,1,11,Jul-17
User7196,Post279,1,14,Jun-17
User7194,Post279,1,14,Jun-17
User7193,Post279,1,14,Jun-17
User7190,Post279,1,14,Jun-17
User7189,Post024,1,1,May-17
User7184,Post279,1,14,Jun-17
User7177,Post129,1,11,Jul-17
User7177,Post577,1,8,Jul-17
User7177,Post575,1,5,May-17
User7175,Post279,1,14,Jun-17
User7173,Post310,1,2,Aug-17
User7170,Post303,1,NA,Aug-17
User7166,Post385,1,12,Aug-17
User7164,Post039,1,1,May-17
User7159,Post454,1,NA,Jun-17
User7156,Post400,1,1,May-17
User7148,Post074,1,1,Jul-17
User7146,Post279,1,14,Jun-17
User7144,Post426,1,15,Jun-17
User7142,Post279,1,14,Jun-17
User7137,Post191,1,NA,Aug-17
User7133,Post109,1,NA,Jul-17
User7130,Post404,1,1,Jun-17
User7127,Post068,1,16,Jul-17
User7122,Post345,1,5,Jul-17
User7120,Post279,1,14,Jun-17
User7116,Post302,1,NA,Jun-17
User7112,Post315,1,15,Aug-17
User7111,Post560,1,10,Aug-17
User7111,Post565,1,1,May-17
User7109,Post279,1,14,Jun-17
User7106,Post560,1,10,Aug-17
User7104,Post442,1,NA,Jun-17
User7102,Post441,1,14,Jun-17
User7096,Post279,1,14,Jun-17
User7094,Post577,1,8,Jul-17
User7092,Post222,1,3,Jun-17
User7090,Post279,1,14,Jun-17
User7089,Post430,1,2,Jul-17
User7087,Post398,1,15,Jun-17
User7082,Post279,1,14,Jun-17
User7077,Post347,1,1,May-17
User7076,Post400,1,1,May-17
User7074,Post426,1,15,Jun-17
User7074,Post279,1,14,Jun-17
User7070,Post279,1,14,Jun-17
User7057,Post129,1,11,Jul-17
User7057,Post426,1,15,Jun-17
User7052,Post492,1,13,Aug-17
User7052,Post303,1,NA,Aug-17
User7046,Post577,1,8,Jul-17
User7045,Post039,1,1,May-17
User7041,Post090,1,5,Jun-17
User7041,Post442,1,NA,Jun-17
User7041,Post349,1,NA,May-17
User7041,Post014,1,1,May-17
User7039,Post325,1,7,Jun-17
User7038,Post302,1,NA,Jun-17
User7037,Post575,1,5,May-17
User7034,Post349,1,NA,May-17
User7025,Post568,1,1,Jun-17
User7024,Post577,1,8,Jul-17
User7024,Post279,1,14,Jun-17
User7021,Post325,1,7,Jun-17
User7021,Post056,1,2,Jun-17
User7021,Post521,1,5,Jun-17
User7021,Post488,1,15,Jun-17
User7018,Post398,1,15,Jun-17
User7016,Post560,1,10,Aug-17
User7011,Post020,1,8,Aug-17
User7010,Post442,1,NA,Jun-17
User7007,Post426,1,15,Jun-17
User7007,Post279,1,14,Jun-17
User7006,Post560,1,10,Aug-17
User7004,Post279,1,14,Jun-17
User7003,Post275,1,17,Jul-17
User6996,Post347,1,1,May-17
User6995,Post196,1,15,Aug-17
User6985,Post196,1,15,Aug-17
User6984,Post577,1,8,Jul-17
User6980,Post279,1,14,Jun-17
User6976,Post279,1,14,Jun-17
User6966,Post302,1,NA,Jun-17
User6960,Post279,1,14,Jun-17
User6954,Post345,1,5,Jul-17
User6949,Post426,1,15,Jun-17
User6949,Post349,1,NA,May-17
User6948,Post279,1,14,Jun-17
User6941,Post279,1,14,Jun-17
User6938,Post398,1,15,Jun-17
User6925,Post279,1,14,Jun-17
User6920,Post577,1,8,Jul-17
User6917,Post017,1,1,Jul-17
User6914,Post193,1,2,Jul-17
User6913,Post426,1,15,Jun-17
User6913,Post279,1,14,Jun-17
User6910,Post400,1,1,May-17
User6905,Post494,1,1,May-17
User6900,Post279,1,14,Jun-17
User6892,Post017,1,1,Jul-17
User6891,Post017,1,1,Jul-17
User6885,Post279,1,14,Jun-17
User6884,Post279,1,14,Jun-17
User6880,Post279,1,14,Jun-17
User6876,Post279,1,14,Jun-17
User6874,Post279,1,14,Jun-17
User6870,Post150,1,15,Aug-17
User6867,Post560,1,10,Aug-17
User6865,Post191,1,NA,Aug-17
User6865,Post345,1,5,Jul-17
User6863,Post347,1,1,May-17
User6857,Post279,1,14,Jun-17
User6855,Post296,1,1,Jun-17
User6853,Post568,1,1,Jun-17
User6846,Post279,1,14,Jun-17
User6846,Post400,1,1,May-17
User6843,Post279,1,14,Jun-17
User6842,Post279,1,14,Jun-17
User6837,Post279,1,14,Jun-17
User6835,Post279,1,14,Jun-17
User6833,Post107,1,10,Jul-17
User6828,Post347,1,1,May-17
User6827,Post191,1,NA,Aug-17
User6820,Post279,1,14,Jun-17
User6814,Post441,1,14,Jun-17
User6814,Post024,1,1,May-17
User6811,Post577,1,8,Jul-17
User6810,Post191,1,NA,Aug-17
User6808,Post279,1,14,Jun-17
User6807,Post039,1,1,May-17
User6801,Post454,1,NA,Jun-17
User6799,Post100,1,1,May-17
User6796,Post017,1,1,Jul-17
User6794,Post279,1,14,Jun-17
User6793,Post279,1,14,Jun-17
User6788,Post116,1,1,May-17
User6785,Post598,1,14,May-17
User6784,Post426,1,15,Jun-17
User6781,Post560,1,10,Aug-17
User6781,Post441,1,14,Jun-17
User6775,Post279,1,14,Jun-17
User6774,Post426,1,15,Jun-17
User6774,Post279,1,14,Jun-17
User6768,Post279,1,14,Jun-17
User6767,Post430,1,2,Jul-17
User6766,Post349,1,NA,May-17
User6766,Post347,1,1,May-17
User6754,Post024,1,1,May-17
User6754,Post347,1,1,May-17
User6745,Post560,1,10,Aug-17
User6739,Post191,1,NA,Aug-17
User6737,Post575,1,5,May-17
User6734,Post454,1,NA,Jun-17
User6734,Post442,1,NA,Jun-17
User6734,Post024,1,1,May-17
User6729,Post129,1,11,Jul-17
User6727,Post279,1,14,Jun-17
User6726,Post400,1,1,May-17
User6720,Post196,1,15,Aug-17
User6720,Post442,1,NA,Jun-17
User6719,Post575,1,5,May-17
User6718,Post487,1,14,Aug-17
User6717,Post367,1,1,May-17
User6716,Post426,1,15,Jun-17
User6715,Post279,1,14,Jun-17
User6711,Post577,1,8,Jul-17
User6708,Post426,1,15,Jun-17
User6707,Post345,1,5,Jul-17
User6695,Post279,1,14,Jun-17
User6694,Post279,1,14,Jun-17
User6694,Post575,1,5,May-17
User6685,Post129,1,11,Jul-17
User6681,Post568,1,1,Jun-17
User6680,Post606,1,7,Aug-17
User6678,Post441,1,14,Jun-17
User6675,Post426,1,15,Jun-17
User6670,Post191,1,NA,Aug-17
User6670,Post039,1,1,May-17
User6666,Post189,1,1,May-17
User6661,Post349,1,NA,May-17
User6660,Post279,1,14,Jun-17
User6659,Post084,1,18,Aug-17
User6658,Post487,1,14,Aug-17
User6654,Post426,1,15,Jun-17
User6653,Post345,1,5,Jul-17
User6652,Post441,1,14,Jun-17
User6649,Post279,1,14,Jun-17
User6647,Post345,1,5,Jul-17
User6641,Post222,1,3,Jun-17
User6634,Post316,1,1,May-17
User6630,Post191,1,NA,Aug-17
User6630,Post109,1,NA,Jul-17
User6630,Post279,1,14,Jun-17
User6629,Post279,1,14,Jun-17
User6627,Post279,1,14,Jun-17
User6626,Post426,1,15,Jun-17
User6623,Post577,1,8,Jul-17
User6623,Post172,1,18,Jun-17
User6622,Post303,1,NA,Aug-17
User6619,Post577,1,8,Jul-17
User6617,Post606,1,7,Aug-17
User6612,Post403,1,11,May-17
User6611,Post560,1,10,Aug-17
User6609,Post259,1,4,Jul-17
User6608,Post398,1,15,Jun-17
User6605,Post349,1,NA,May-17
User6598,Post279,1,14,Jun-17
User6596,Post279,1,14,Jun-17
User6592,Post279,1,14,Jun-17
User6589,Post605,1,17,Aug-17
User6586,Post426,1,15,Jun-17
User6584,Post279,1,14,Jun-17
User6580,Post488,1,15,Jun-17
User6579,Post279,1,14,Jun-17
User6577,Post129,1,11,Jul-17
User6575,Post150,1,15,Aug-17
User6574,Post426,1,15,Jun-17
User6572,Post279,1,14,Jun-17
User6566,Post367,1,1,May-17
User6565,Post430,1,2,Jul-17
User6564,Post560,1,10,Aug-17
User6562,Post506,1,13,Jun-17
User6562,Post022,1,15,May-17
User6556,Post568,1,1,Jun-17
User6554,Post056,1,2,Jun-17
User6548,Post279,1,14,Jun-17
User6544,Post560,1,10,Aug-17
User6541,Post172,1,18,Jun-17
User6540,Post279,1,14,Jun-17
User6539,Post279,1,14,Jun-17
User6535,Post400,1,1,May-17
User6529,Post457,1,12,Aug-17
User6527,Post074,1,1,Jul-17
User6527,Post577,1,8,Jul-17
User6522,Post568,1,1,Jun-17
User6522,Post349,1,NA,May-17
User6522,Post367,1,1,May-17
User6517,Post150,1,15,Aug-17
User6516,Post349,1,NA,May-17
User6513,Post430,1,2,Jul-17
User6510,Post560,1,10,Aug-17
User6508,Post282,1,1,May-17
User6508,Post367,1,1,May-17
User6503,Post039,1,1,May-17
User6502,Post400,1,1,May-17
User6501,Post084,1,18,Aug-17
User6501,Post577,1,8,Jul-17
User6499,Post448,1,1,Jun-17
User6496,Post279,1,14,Jun-17
User6495,Post279,1,14,Jun-17
User6493,Post279,1,14,Jun-17
User6490,Post457,1,12,Aug-17
User6490,Post560,1,10,Aug-17
User6490,Post441,1,14,Jun-17
User6490,Post581,1,6,Jun-17
User6488,Post302,1,NA,Jun-17
User6481,Post196,1,15,Aug-17
User6477,Post560,1,10,Aug-17
User6474,Post400,1,1,May-17
User6471,Post437,1,1,Jun-17
User6469,Post196,1,15,Aug-17
User6462,Post606,1,7,Aug-17
User6461,Post577,1,8,Jul-17
User6456,Post430,1,2,Jul-17
User6454,Post279,1,14,Jun-17
User6452,Post279,1,14,Jun-17
User6449,Post349,1,NA,May-17
User6447,Post279,1,14,Jun-17
User6446,Post349,1,NA,May-17
User6428,Post345,1,5,Jul-17
User6421,Post191,1,NA,Aug-17
User6421,Post074,1,1,Jul-17
User6421,Post441,1,14,Jun-17
User6421,Post426,1,15,Jun-17
User6417,Post107,1,10,Jul-17
User6416,Post367,1,1,May-17
User6414,Post196,1,15,Aug-17
User6413,Post068,1,16,Jul-17
User6410,Post302,1,NA,Jun-17
User6400,Post172,1,18,Jun-17
User6399,Post193,1,2,Jul-17
User6398,Post196,1,15,Aug-17
User6397,Post279,1,14,Jun-17
User6394,Post560,1,10,Aug-17
User6394,Post577,1,8,Jul-17
User6391,Post442,1,NA,Jun-17
User6391,Post367,1,1,May-17
User6389,Post279,1,14,Jun-17
User6385,Post017,1,1,Jul-17
User6385,Post400,1,1,May-17
User6381,Post196,1,15,Aug-17
User6378,Post279,1,14,Jun-17
User6375,Post014,1,1,May-17
User6369,Post017,1,1,Jul-17
User6369,Post426,1,15,Jun-17
User6364,Post398,1,15,Jun-17
User6363,Post565,1,1,May-17
User6363,Post024,1,1,May-17
User6356,Post279,1,14,Jun-17
User6341,Post577,1,8,Jul-17
User6339,Post129,1,11,Jul-17
User6339,Post521,1,5,Jun-17
User6336,Post398,1,15,Jun-17
User6334,Post279,1,14,Jun-17
User6332,Post568,1,1,Jun-17
User6331,Post457,1,12,Aug-17
User6331,Post454,1,NA,Jun-17
User6328,Post441,1,14,Jun-17
User6318,Post279,1,14,Jun-17
User7482,Post064,1,15,Jun-17
User6309,Post426,1,15,Jun-17
User6308,Post441,1,14,Jun-17
User6308,Post426,1,15,Jun-17
User6307,Post279,1,14,Jun-17
User6304,Post426,1,15,Jun-17
User6304,Post279,1,14,Jun-17
User6303,Post584,1,13,May-17
User6298,Post430,1,2,Jul-17
User6292,Post196,1,15,Aug-17
User6285,Post279,1,14,Jun-17
User6279,Post275,1,17,Jul-17
User6275,Post385,1,12,Aug-17
User6269,Post074,1,1,Jul-17
User6266,Post426,1,15,Jun-17
User6262,Post196,1,15,Aug-17
User6258,Post577,1,8,Jul-17
User6255,Post279,1,14,Jun-17
User6247,Post302,1,NA,Jun-17
User6247,Post426,1,15,Jun-17
User6243,Post349,1,NA,May-17
User6242,Post560,1,10,Aug-17
User6235,Post196,1,15,Aug-17
User6232,Post279,1,14,Jun-17
User6231,Post506,1,13,Jun-17
User6229,Post441,1,14,Jun-17
User6221,Post279,1,14,Jun-17
User6218,Post024,1,1,May-17
User6216,Post442,1,NA,Jun-17
User6216,Post039,1,1,May-17
User6209,Post568,1,1,Jun-17
User6202,Post279,1,14,Jun-17
User6201,Post302,1,NA,Jun-17
User6199,Post426,1,15,Jun-17
User6196,Post430,1,2,Jul-17
User6189,Post560,1,10,Aug-17
User6185,Post279,1,14,Jun-17
User6184,Post014,1,1,May-17
User6182,Post196,1,15,Aug-17
User6181,Post442,1,NA,Jun-17
User6181,Post426,1,15,Jun-17
User6181,Post279,1,14,Jun-17
User6179,Post279,1,14,Jun-17
User6173,Post056,1,2,Jun-17
User6169,Post150,1,15,Aug-17
User6169,Post457,1,12,Aug-17
User6169,Post345,1,5,Jul-17
User6165,Post279,1,14,Jun-17
User6164,Post441,1,14,Jun-17
User6150,Post457,1,12,Aug-17
User6150,Post577,1,8,Jul-17
User6147,Post457,1,12,Aug-17
User6146,Post347,1,1,May-17
User6145,Post426,1,15,Jun-17
User6144,Post279,1,14,Jun-17
User6143,Post150,1,15,Aug-17
User6141,Post196,1,15,Aug-17
User6140,Post302,1,NA,Jun-17
User6138,Post022,1,15,May-17
User6138,Post234,1,2,May-17
User6137,Post172,1,18,Jun-17
User6136,Post400,1,1,May-17
User6135,Post398,1,15,Jun-17
User6129,Post127,1,NA,Jul-17
User6127,Post426,1,15,Jun-17
User6127,Post279,1,14,Jun-17
User6122,Post279,1,14,Jun-17
User6118,Post349,1,NA,May-17
User6113,Post279,1,14,Jun-17
User6111,Post325,1,7,Jun-17
User6110,Post279,1,14,Jun-17
User6109,Post560,1,10,Aug-17
User6106,Post191,1,NA,Aug-17
User6104,Post426,1,15,Jun-17
User6102,Post577,1,8,Jul-17
User6101,Post426,1,15,Jun-17
User6095,Post560,1,10,Aug-17
User6094,Post560,1,10,Aug-17
User6090,Post454,1,NA,Jun-17
User6089,Post385,1,12,Aug-17
User6087,Post448,1,1,Jun-17
User6087,Post282,1,1,May-17
User6086,Post279,1,14,Jun-17
User6085,Post430,1,2,Jul-17
User6083,Post426,1,15,Jun-17
User6079,Post430,1,2,Jul-17
User6077,Post022,1,15,May-17
User6076,Post568,1,1,Jun-17
User6074,Post302,1,NA,Jun-17
User6069,Post385,1,12,Aug-17
User6065,Post302,1,NA,Jun-17
User6063,Post384,1,1,May-17
User6062,Post575,1,5,May-17
User6060,Post577,1,8,Jul-17
User6059,Post279,1,14,Jun-17
User6055,Post279,1,14,Jun-17
User6054,Post575,1,5,May-17
User6049,Post442,1,NA,Jun-17
User6041,Post448,1,1,Jun-17
User6035,Post325,1,7,Jun-17
User6035,Post189,1,1,May-17
User6032,Post565,1,1,May-17
User6029,Post426,1,15,Jun-17
User6029,Post383,1,3,May-17
User6020,Post279,1,14,Jun-17
User6005,Post172,1,18,Jun-17
User6004,Post196,1,15,Aug-17
User6000,Post279,1,14,Jun-17
User5999,Post315,1,15,Aug-17
User5998,Post302,1,NA,Jun-17
User5989,Post279,1,14,Jun-17
User5979,Post279,1,14,Jun-17
User7211,Post322,1,8,Jul-17
User5971,Post191,1,NA,Aug-17
User5971,Post512,1,NA,Aug-17
User5971,Post605,1,17,Aug-17
User5960,Post279,1,14,Jun-17
User5959,Post385,1,12,Aug-17
User5957,Post279,1,14,Jun-17
User5956,Post279,1,14,Jun-17
User5955,Post426,1,15,Jun-17
User5955,Post279,1,14,Jun-17
User5954,Post560,1,10,Aug-17
User5951,Post454,1,NA,Jun-17
User5951,Post442,1,NA,Jun-17
User5940,Post430,1,2,Jul-17
User5940,Post345,1,5,Jul-17
User5932,Post039,1,1,May-17
User5925,Post454,1,NA,Jun-17
User5921,Post442,1,NA,Jun-17
User5917,Post565,1,1,May-17
User5903,Post196,1,15,Aug-17
User5903,Post430,1,2,Jul-17
User5903,Post442,1,NA,Jun-17
User5893,Post605,1,17,Aug-17
User5892,Post345,1,5,Jul-17
User5883,Post296,1,1,Jun-17
User5881,Post279,1,14,Jun-17
User5879,Post441,1,14,Jun-17
User5878,Post384,1,1,May-17
User5872,Post310,1,2,Aug-17
User5872,Post303,1,NA,Aug-17
User5872,Post577,1,8,Jul-17
User5870,Post103,1,10,Aug-17
User5855,Post279,1,14,Jun-17
User5855,Post022,1,15,May-17
User5854,Post442,1,NA,Jun-17
User5854,Post426,1,15,Jun-17
User5853,Post279,1,14,Jun-17
User5852,Post385,1,12,Aug-17
User5850,Post296,1,1,Jun-17
User5846,Post279,1,14,Jun-17
User5841,Post441,1,14,Jun-17
User5836,Post315,1,15,Aug-17
User5834,Post279,1,14,Jun-17
User5829,Post345,1,5,Jul-17
User5828,Post116,1,1,May-17
User5821,Post245,1,16,Jun-17
User5820,Post196,1,15,Aug-17
User5819,Post039,1,1,May-17
User5818,Post279,1,14,Jun-17
User5817,Post596,1,8,Jul-17
User5811,Post426,1,15,Jun-17
User5807,Post398,1,15,Jun-17
User5802,Post129,1,11,Jul-17
User5799,Post568,1,1,Jun-17
User5799,Post367,1,1,May-17
User5798,Post442,1,NA,Jun-17
