Source,Target,Weight,July19Topic,PostDate
User5348,Post236,1,17,Oct-16
User5348,Post027,1,12,Oct-16
User5335,Post059,1,2,Nov-16
User5325,Post041,1,13,Dec-16
User5325,Post016,1,10,Nov-16
User5325,Post246,1,15,Nov-16
User5325,Post284,1,13,Nov-16
User5297,Post027,1,12,Oct-16
User5280,Post053,1,8,Dec-16
User5268,Post053,1,8,Dec-16
User5265,Post041,1,13,Dec-16
User5224,Post027,1,12,Oct-16
User5212,Post075,1,13,Nov-16
User5029,Post075,1,13,Nov-16
User5003,Post053,1,8,Dec-16
User5002,Post053,1,8,Dec-16
User4987,Post284,1,13,Nov-16
User4977,Post027,1,12,Oct-16
User4976,Post153,1,7,Nov-16
User4976,Post138,1,6,Nov-16
User4835,Post027,1,12,Oct-16
User4795,Post148,1,15,Sep-16
User4795,Post449,1,15,Sep-16
User4763,Post053,1,8,Dec-16
User4731,Post075,1,13,Nov-16
User4716,Post075,1,13,Nov-16
User4706,Post075,1,13,Nov-16
User4692,Post075,1,13,Nov-16
User4690,Post061,1,7,Dec-16
User4690,Post075,1,13,Nov-16
User4678,Post075,1,13,Nov-16
User4654,Post075,1,13,Nov-16
User4650,Post284,1,13,Nov-16
User4639,Post178,1,15,Dec-16
User4633,Post075,1,13,Nov-16
User4631,Post382,1,17,Sep-16
User4571,Post382,1,17,Sep-16
User4568,Post041,1,13,Dec-16
User4545,Post075,1,13,Nov-16
User4537,Post075,1,13,Nov-16
User4520,Post053,1,8,Dec-16
User4513,Post053,1,8,Dec-16
User4496,Post205,1,17,Sep-16
User4460,Post059,1,2,Nov-16
User4460,Post075,1,13,Nov-16
User4460,Post153,1,7,Nov-16
User4460,Post462,1,5,Nov-16
User4460,Post138,1,6,Nov-16
User4444,Post382,1,17,Sep-16
User4437,Post284,1,13,Nov-16
User4436,Post075,1,13,Nov-16
User4414,Post027,1,12,Oct-16
User4377,Post061,1,7,Dec-16
User4348,Post205,1,17,Sep-16
User4294,Post075,1,13,Nov-16
User4293,Post053,1,8,Dec-16
User4274,Post462,1,5,Nov-16
User4266,Post486,1,15,Oct-16
User4225,Post155,1,10,Dec-16
User4225,Post178,1,15,Dec-16
User4225,Post041,1,13,Dec-16
User4208,Post486,1,15,Oct-16
User4135,Post061,1,7,Dec-16
User4096,Post059,1,2,Nov-16
User4096,Post462,1,5,Nov-16
User4071,Post075,1,13,Nov-16
User3997,Post075,1,13,Nov-16
User3978,Post075,1,13,Nov-16
User3967,Post549,1,13,Nov-16
User3959,Post075,1,13,Nov-16
User3950,Post351,1,4,Nov-16
User3932,Post061,1,7,Dec-16
User3926,Post205,1,17,Sep-16
User3918,Post284,1,13,Nov-16
User3871,Post054,1,9,Sep-16
User3864,Post027,1,12,Oct-16
User3863,Post061,1,7,Dec-16
User3858,Post027,1,12,Oct-16
User3833,Post178,1,15,Dec-16
User3802,Post155,1,10,Dec-16
User3802,Post351,1,4,Nov-16
User3779,Post075,1,13,Nov-16
User3710,Post075,1,13,Nov-16
User3685,Post053,1,8,Dec-16
User3667,Post041,1,13,Dec-16
User3649,Post053,1,8,Dec-16
User3598,Post027,1,12,Oct-16
User3565,Post053,1,8,Dec-16
User3507,Post075,1,13,Nov-16
User3506,Post351,1,4,Nov-16
User3504,Post205,1,17,Sep-16
User3426,Post178,1,15,Dec-16
User3396,Post529,1,12,Sep-16
User3394,Post053,1,8,Dec-16
User3309,Post075,1,13,Nov-16
User3185,Post246,1,15,Nov-16
User3185,Post284,1,13,Nov-16
User3185,Post351,1,4,Nov-16
User3185,Post549,1,13,Nov-16
