Source,Target,Weight,July19Topic,PostDate
User7344,Post497,28,9,Dec-17
User0580,Post497,14,9,Dec-17
User6823,Post593,9,14,Nov-17
User7412,Post497,8,9,Dec-17
User6515,Post497,8,9,Dec-17
User7650,Post318,8,8,Sep-17
User4825,Post497,6,9,Dec-17
User2698,Post497,6,9,Dec-17
User7598,Post497,5,9,Dec-17
User6989,Post497,5,9,Dec-17
User6425,Post497,5,9,Dec-17
User4384,Post497,5,9,Dec-17
User3984,Post497,5,9,Dec-17
User2558,Post497,5,9,Dec-17
User1688,Post497,5,9,Dec-17
User6157,Post318,5,8,Sep-17
User2614,Post269,5,12,Sep-17
User1146,Post340,5,10,Oct-17
User0305,Post418,5,16,Oct-17
User0178,Post610,5,17,Sep-17
User7589,Post497,4,9,Dec-17
User6553,Post497,4,9,Dec-17
User2842,Post497,4,9,Dec-17
User2755,Post497,4,9,Dec-17
User2340,Post497,4,9,Dec-17
User2039,Post497,4,9,Dec-17
User1929,Post497,4,9,Dec-17
User1810,Post497,4,9,Dec-17
User1323,Post497,4,9,Dec-17
User0899,Post497,4,9,Dec-17
User0789,Post497,4,9,Dec-17
User7356,Post030,4,2,Nov-17
User7183,Post203,4,13,Nov-17
User4340,Post173,4,9,Nov-17
User0580,Post118,4,5,Oct-17
User6588,Post493,4,1,Sep-17
User6451,Post203,4,13,Nov-17
User5555,Post558,4,16,Oct-17
User0571,Post593,4,14,Nov-17
User0569,Post211,4,12,Sep-17
User0569,Post477,4,17,Sep-17
User0210,Post452,4,16,Sep-17
User6991,Post443,3,3,Dec-17
User7617,Post361,3,16,Sep-17
User7591,Post375,3,5,Sep-17
User6930,Post497,3,9,Dec-17
User6573,Post497,3,9,Dec-17
User5479,Post497,3,9,Dec-17
User5003,Post497,3,9,Dec-17
User4151,Post497,3,9,Dec-17
User3077,Post497,3,9,Dec-17
User3071,Post497,3,9,Dec-17
User2273,Post497,3,9,Dec-17
User0569,Post192,3,8,Dec-17
User7284,Post087,3,12,Sep-17
User6325,Post493,3,1,Sep-17
User4937,Post493,3,1,Sep-17
User4767,Post117,3,17,Sep-17
User4340,Post003,3,17,Oct-17
User4134,Post373,3,14,Oct-17
User3711,Post218,3,18,Sep-17
User2871,Post093,3,18,Nov-17
User2392,Post285,3,18,Oct-17
User2215,Post269,3,12,Sep-17
User1654,Post610,3,17,Sep-17
User0569,Post326,3,17,Oct-17
User0569,Post480,3,17,Sep-17
User0500,Post117,3,17,Sep-17
User0349,Post030,3,2,Nov-17
User0090,Post285,3,18,Oct-17
