,User0093,0
,User0113,0
,User0124,0
,User0158,0
,User0186,0
,User0205,0
,User0235,0
,User0263,0
,User0266,0
,User0323,0
,User0369,0
,User0414,0
,User0454,0
,User0455,0
,User0466,0
,User0483,0
,User0500,0
,User0505,0
,User0564,0
,User0587,0
,User0756,0
,User0822,0
,User1081,0
,User1103,0
,User1145,0
,User1157,0
,User1187,0
,User1233,0
,User1283,0
,User1351,0
,User1506,0
,User1545,0
,User1597,0
,User2007,0
,User2044,0
,User2571,0
,User2613,0
,User2699,0
,User2806,0
,User2955,0
,User2971,0
,User3004,0
,User3240,0
,User3379,0
,User3460,0
,User3598,0
,User3735,0
,User3737,0
,User3858,0
,User3864,0
,User3897,0
,User4002,0
,User4121,0
,User4208,0
,User4266,0
,User4313,0
,User4378,0
,User4414,0
,User4733,0
,User4795,0
,User4835,0
,User4977,0
,User5083,0
,User5224,0
,User5269,0
,User5297,0
,User5348,0
,User5459,0
,User5557,0
,User5595,0
,User5617,0
,User5732,0
,User5952,0
,User6095,0
,User6256,0
,User6523,0
,User6696,0
,User7178,0
,User7265,0
,User7378,0
,User7551,0
,User7628,0
User0020,User0113,0
User0020,User0124,0
User0020,User0158,0
User0020,User0186,1
User0020,User0205,1
User0020,User0235,0
User0020,User0263,0
User0020,User0266,0
User0020,User0323,0
User0020,User0369,0
User0020,User0414,0
User0020,User0454,1
User0020,User0455,1
User0020,User0466,0
User0020,User0483,0
User0020,User0500,0
User0020,User0505,0
User0020,User0564,0
User0020,User0587,0
User0020,User0756,0
User0020,User0822,1
User0020,User1081,0
User0020,User1103,0
User0020,User1145,0
User0020,User1157,0
User0020,User1187,0
User0020,User1233,0
User0020,User1283,0
User0020,User1351,1
User0020,User1506,0
User0020,User1545,0
User0020,User1597,1
User0020,User2007,1
User0020,User2044,0
User0020,User2571,0
User0020,User2613,1
User0020,User2699,0
User0020,User2806,0
User0020,User2955,0
User0020,User2971,0
User0020,User3004,1
User0020,User3240,0
User0020,User3379,1
User0020,User3460,0
User0020,User3598,0
User0020,User3735,0
User0020,User3737,0
User0020,User3858,0
User0020,User3864,0
User0020,User3897,0
User0020,User4002,0
User0020,User4121,0
User0020,User4208,0
User0020,User4266,0
User0020,User4313,0
User0020,User4378,1
User0020,User4414,0
User0020,User4733,0
User0020,User4795,0
User0020,User4835,0
User0020,User4977,0
User0020,User5083,1
User0020,User5224,0
User0020,User5269,1
User0020,User5297,0
User0020,User5348,0
User0020,User5459,0
User0020,User5557,0
User0020,User5595,0
User0020,User5617,0
User0020,User5732,0
User0020,User5952,0
User0020,User6095,1
User0020,User6256,0
User0020,User6523,1
User0020,User6696,0
User0020,User7178,0
User0020,User7265,1
User0020,User7378,0
User0020,User7551,0
User0020,User7628,0
User0063,User0124,1
User0063,User0158,1
User0063,User0186,1
User0063,User0205,0
User0063,User0235,0
User0063,User0263,1
User0063,User0266,2
User0063,User0323,2
User0063,User0369,1
User0063,User0414,1
User0063,User0454,1
User0063,User0455,1
User0063,User0466,0
User0063,User0483,0
User0063,User0500,0
User0063,User0505,1
User0063,User0564,1
User0063,User0587,0
User0063,User0756,0
User0063,User0822,0
User0063,User1081,1
User0063,User1103,1
User0063,User1145,1
User0063,User1157,0
User0063,User1187,2
User0063,User1233,0
User0063,User1283,0
User0063,User1351,0
User0063,User1506,0
User0063,User1545,2
User0063,User1597,0
User0063,User2007,0
User0063,User2044,1
User0063,User2571,1
User0063,User2613,0
User0063,User2699,1
User0063,User2806,1
User0063,User2955,1
User0063,User2971,0
User0063,User3004,1
User0063,User3240,0
User0063,User3379,0
User0063,User3460,0
User0063,User3598,1
User0063,User3735,0
User0063,User3737,0
User0063,User3858,1
User0063,User3864,1
User0063,User3897,0
User0063,User4002,0
User0063,User4121,0
User0063,User4208,0
User0063,User4266,0
User0063,User4313,0
User0063,User4378,0
User0063,User4414,1
User0063,User4733,0
User0063,User4795,0
User0063,User4835,1
User0063,User4977,1
User0063,User5083,0
User0063,User5224,1
User0063,User5269,0
User0063,User5297,1
User0063,User5348,2
User0063,User5459,1
User0063,User5557,1
User0063,User5595,0
User0063,User5617,0
User0063,User5732,1
User0063,User5952,1
User0063,User6095,0
User0063,User6256,0
User0063,User6523,0
User0063,User6696,0
User0063,User7178,1
User0063,User7265,0
User0063,User7378,1
User0063,User7551,1
User0063,User7628,1
User0093,User0158,1
User0093,User0186,1
User0093,User0205,1
User0093,User0235,0
User0093,User0263,1
User0093,User0266,1
User0093,User0323,1
User0093,User0369,1
User0093,User0414,1
User0093,User0454,1
User0093,User0455,1
User0093,User0466,0
User0093,User0483,1
User0093,User0500,1
User0093,User0505,1
User0093,User0564,1
User0093,User0587,0
User0093,User0756,0
User0093,User0822,1
User0093,User1081,1
User0093,User1103,1
User0093,User1145,1
User0093,User1157,0
User0093,User1187,1
User0093,User1233,1
User0093,User1283,0
User0093,User1351,0
User0093,User1506,0
User0093,User1545,1
User0093,User1597,0
User0093,User2007,0
User0093,User2044,1
User0093,User2571,1
User0093,User2613,0
User0093,User2699,0
User0093,User2806,1
User0093,User2955,1
User0093,User2971,0
User0093,User3004,0
User0093,User3240,0
User0093,User3379,0
User0093,User3460,0
User0093,User3598,1
User0093,User3735,0
User0093,User3737,0
User0093,User3858,1
User0093,User3864,1
User0093,User3897,0
User0093,User4002,0
User0093,User4121,0
User0093,User4208,1
User0093,User4266,1
User0093,User4313,0
User0093,User4378,0
User0093,User4414,1
User0093,User4733,0
User0093,User4795,0
User0093,User4835,1
User0093,User4977,1
User0093,User5083,0
User0093,User5224,1
User0093,User5269,0
User0093,User5297,1
User0093,User5348,1
User0093,User5459,1
User0093,User5557,1
User0093,User5595,0
User0093,User5617,0
User0093,User5732,1
User0093,User5952,0
User0093,User6095,0
User0093,User6256,0
User0093,User6523,0
User0093,User6696,0
User0093,User7178,1
User0093,User7265,0
User0093,User7378,1
User0093,User7551,1
User0093,User7628,1
User0113,User0186,1
User0113,User0205,0
User0113,User0235,0
User0113,User0263,0
User0113,User0266,0
User0113,User0323,0
User0113,User0369,0
User0113,User0414,0
User0113,User0454,0
User0113,User0455,0
User0113,User0466,1
User0113,User0483,0
User0113,User0500,0
User0113,User0505,0
User0113,User0564,0
User0113,User0587,0
User0113,User0756,0
User0113,User0822,0
User0113,User1081,0
User0113,User1103,0
User0113,User1145,0
User0113,User1157,0
User0113,User1187,0
User0113,User1233,0
User0113,User1283,0
User0113,User1351,0
User0113,User1506,0
User0113,User1545,0
User0113,User1597,0
User0113,User2007,0
User0113,User2044,0
User0113,User2571,0
User0113,User2613,0
User0113,User2699,0
User0113,User2806,0
User0113,User2955,0
User0113,User2971,0
User0113,User3004,0
User0113,User3240,0
User0113,User3379,0
User0113,User3460,0
User0113,User3598,0
User0113,User3735,0
User0113,User3737,0
User0113,User3858,0
User0113,User3864,0
User0113,User3897,0
User0113,User4002,0
User0113,User4121,0
User0113,User4208,0
User0113,User4266,0
User0113,User4313,0
User0113,User4378,0
User0113,User4414,0
User0113,User4733,0
User0113,User4795,0
User0113,User4835,0
User0113,User4977,0
User0113,User5083,0
User0113,User5224,0
User0113,User5269,0
User0113,User5297,0
User0113,User5348,0
User0113,User5459,0
User0113,User5557,0
User0113,User5595,0
User0113,User5617,1
User0113,User5732,0
User0113,User5952,0
User0113,User6095,0
User0113,User6256,0
User0113,User6523,0
User0113,User6696,0
User0113,User7178,0
User0113,User7265,0
User0113,User7378,0
User0113,User7551,0
User0113,User7628,0
User0124,User0205,0
User0124,User0235,0
User0124,User0263,1
User0124,User0266,1
User0124,User0323,1
User0124,User0369,1
User0124,User0414,1
User0124,User0454,0
User0124,User0455,0
User0124,User0466,0
User0124,User0483,0
User0124,User0500,0
User0124,User0505,1
User0124,User0564,1
User0124,User0587,0
User0124,User0756,0
User0124,User0822,0
